tailid;coordsys;x;y;z
24112;utm33;599474;7593249;
24162;utm33;39010;6928387;
24172;utm33;214343;6636667;
24122;utm33;45800;6957743;
24180;utm33;1097184;7887226;
24186;utm33;88235;6479984;
24225;utm33;44151;6721898;
38382;utm33;;;
29088;utm33;229907;6632621;
29090;utm33;273673;7042990;
29091;utm33;286243;6746300;
29101;utm33;599475;7593250;
29102;utm33;268746;7034570;
29103;utm33;13257;6847471;
29104;utm33;286762;6746383;
29105;utm33;238240;6580061;
21999;utm33;286703;6746201;
35801;utm33;236858;6679095;
42449;utm33;265066;6748562;
22021;utm33;280271;6653688;
41902;utm33;264846;6651443;
22036;utm33;-32108;6734107;
22040;utm33;261461;6590130;
22041;utm33;269336;6650162;
22050;utm33;312382;6754530;
42646;utm33;595469;7589736;
22053;utm33;-30078;6560828;
22054;utm33;-32203;6735139;
26139;utm33;101690;6993606;
26140;utm33;195378;7081671;
26142;utm33;261957;6649713;
26150;utm33;328998;7102636;
26156;utm33;268259;6570534;
26157;utm33;278679;6578248;
26158;utm33;276812;6578373;
26159;utm33;263777;6653699;
26160;utm33;262950;6649096;
26162;utm33;-12034;6562987;
26165;utm33;261753;6648947;
26167;utm33;;;
26169;utm33;263777;6653699;
26170;utm33;-31608;6573838;
21555;utm33;273670;7026797;
21572;utm33;8256;6833597;
21575;utm33;48509;6855909;
21614;utm33;-1722;6752268;
21628;utm33;-20857;6820585;
21632;utm33;95272;6797055;
21676;utm33;-40129;6681969;
21641;utm33;-31367;6751787;
21644;utm33;-42311;6535146;
21650;utm33;-20537;6594926;
21653;utm33;-31733;6588110;
21656;utm33;-50776;6625665;
21660;utm33;5388;6626677;
21662;utm33;-17563;6643330;
21671;utm33;-37357;6737485;
21669;utm33;-24666;6513999;
21686;utm33;;;
21689;utm33;147047;6514628;
21692;utm33;88300;6466497;
21682;utm33;125256;6484418;
21737;utm33;194140;6567704;
21743;utm33;163625;6600803;
21704;utm33;139418;6611178;
21677;utm33;103849;6610416;
21770;utm33;;;
21773;utm33;148100;6738921;
21779;utm33;233203;6637280;
21713;utm33;165335;6696532;
21756;utm33;154026;6793799;
21794;utm33;290227;6832729;
21799;utm33;255638;6784736;
21802;utm33;193471;6896550;
41502;utm33;;;
34348;utm33;266148;6648792;
41503;utm33;;;
20505;utm33;370601;7263921;
21559;utm33;283848;7068047;
21560;utm33;317540;7074347;
21561;utm33;337155;7036348;
21562;utm33;316747;7127476;
21564;utm33;296854;7044096;
21566;utm33;151843;7056349;
21568;utm33;182369;6998215;
21570;utm33;242165;7030257;
21571;utm33;13868;6846971;
21573;utm33;37504;6880811;
21576;utm33;-3645;6916849;
21577;utm33;65752;6891255;
21578;utm33;-17508;6906443;
21579;utm33;44123;6957977;
21580;utm33;46259;6954426;
21581;utm33;44443;6967741;
21582;utm33;61620;6970430;
21583;utm33;16201;6945678;
21584;utm33;83329;6934467;
21585;utm33;65606;6946240;
21586;utm33;27501;6945531;
21587;utm33;8267;6921252;
22603;utm33;417361;7303242;
22604;utm33;360468;7287077;
22605;utm33;442338;7560024;
22606;utm33;382470;7288921;
22607;utm33;402202;7507206;
22608;utm33;482081;7569076;
22609;utm33;503124;7644869;
22610;utm33;653089;7731204;
22611;utm33;667174;7686827;
22612;utm33;647514;7629864;
22613;utm33;589204;7705995;
22614;utm33;561477;7654466;
22615;utm33;607242;7667008;
22616;utm33;608703;7619399;
22617;utm33;562520;7633323;
22618;utm33;587832;7631240;
22620;utm33;547972;7629235;
22622;utm33;714886;7731418;
22623;utm33;613765;7628668;
22624;utm33;517063;7442914;
22627;utm33;516955;7620420;
22629;utm33;500616;7517747;
22630;utm33;367732;7246198;
22631;utm33;525567;7470280;
22633;utm33;473425;7463134;
22635;utm33;370861;7263477;
22637;utm33;;;
22638;utm33;581568;7602907;
22639;utm33;516952;7460508;
22641;utm33;;;
22643;utm33;496373;7606307;
22644;utm33;525932;7552322;
22645;utm33;453417;7275439;
22646;utm33;437237;7345585;
22648;utm33;407975;7329314;
22650;utm33;404409;7366068;
38023;utm33;-34094;6570605;
23789;utm33;165893;6523423;
23791;utm33;111631;6475626;
23794;utm33;238366;6580022;
23795;utm33;135415;6498813;
38342;utm33;269574;7041739;
25152;utm33;269648;7041769;
25157;utm33;;;
25159;utm33;270599;7042029;
25160;utm33;39233;6927986;
25162;utm33;-31607;6572664;
25163;utm33;266045;6650875;
25166;utm33;261720;6650340;
25174;utm33;137303;6496982;
25175;utm33;-51810;6626724;
25176;utm33;47813;6957378;
25178;utm33;599213;7593467;
25179;utm33;272727;7041644;
25180;utm33;87718;6466605;
25181;utm33;265516;6747637;
25182;utm33;262750;6649769;
25183;utm33;-31788;6734741;
25187;utm33;194391;6568077;
25192;utm33;1009141;7842069;
25193;utm33;263538;6649030;
25195;utm33;402202;7507206;
25196;utm33;481897;7568820;
25198;utm33;189792;6874444;
25201;utm33;327041;6731162;
22742;utm33;128401;6994791;
22743;utm33;163068;7016349;
22744;utm33;61743;6969869;
22745;utm33;36939;6947508;
22746;utm33;133739;7018606;
22747;utm33;74412;6977854;
22748;utm33;99934;6980762;
22749;utm33;146606;6979701;
22750;utm33;99083;6931356;
24403;utm33;124267;6484164;
24407;utm33;293868;6868161;
24409;utm33;-31842;6588181;
24412;utm33;241764;6831569;
24415;utm33;280049;6756708;
22056;utm33;124243;6957043;
22057;utm33;296840;7043158;
24181;utm33;255885;6784291;
23168;utm33;89252;6832021;
24223;utm33;238240;6580061;
24263;utm33;12701;6725705;
24234;utm33;-17457;6906524;
24258;utm33;147726;6514434;
41922;utm33;270237;6651384;
24305;utm33;525567;7470280;
24273;utm33;155324;6993800;
24247;utm33;586798;7665432;
24250;utm33;270389;7038769;
24297;utm33;88093;6466961;
24256;utm33;292324;6617244;
24292;utm33;333526;6676552;
24295;utm33;178010;6538850;
24370;utm33;152133;7055822;
24343;utm33;201499;6668642;
24346;utm33;20326;6532299;
24353;utm33;192346;6575874;
24368;utm33;301000;7016097;
24382;utm33;263026;6651137;
24386;utm33;293232;6559396;
24393;utm33;-33060;6560348;
23332;utm33;;;
22814;utm33;-37752;6577765;
22819;utm33;-37771;6565388;
22788;utm33;-41005;6626219;
22792;utm33;-36997;6737064;
22794;utm33;-46757;6780728;
22765;utm33;-9364;6649178;
22808;utm33;-2316;6599509;
22797;utm33;76932;6462034;
22800;utm33;-31969;6573123;
22805;utm33;-10021;6562457;
22473;utm33;259656;6649908;
23863;utm33;231286;6835219;
23870;utm33;333508;6676469;
23876;utm33;313519;6754525;
23879;utm33;353562;6800952;
23881;utm33;280851;6912015;
23882;utm33;286245;6746363;
23885;utm33;286245;6746363;
23887;utm33;54510;6956615;
23893;utm33;104353;6624351;
23895;utm33;31428;6752026;
23908;utm33;214511;6636513;
20507;utm33;261485;6649955;
20513;utm33;260552;6652989;
20521;utm33;265990;6648594;
20524;utm33;261984;6648613;
20525;utm33;;;
20528;utm33;262072;6649060;
20530;utm33;262127;6649664;
20534;utm33;262302;6649212;
20535;utm33;262127;6649664;
20536;utm33;262122;6649604;
20537;utm33;262127;6649664;
41562;utm33;-50742;6626242;
42660;utm33;268379;6570169;
42661;utm33;292647;6560096;
22152;utm33;618442;7682960;
22155;utm33;87669;6466566;
22161;utm33;235307;6581674;
22162;utm33;275912;6576937;
22163;utm33;292314;6607293;
22169;utm33;599544;7592593;
22177;utm33;-31384;6560463;
22179;utm33;-48424;6623912;
23494;utm33;257752;6691948;
23497;utm33;230010;6632659;
23499;utm33;;;
23502;utm33;195409;6712176;
23504;utm33;169682;6744992;
23505;utm33;150634;6764608;
23508;utm33;128573;6730171;
23523;utm33;198627;6885728;
23525;utm33;265643;6747621;
23526;utm33;179880;6902478;
23527;utm33;;;
23528;utm33;241724;6831424;
23529;utm33;246310;6738267;
23530;utm33;154165;6793809;
21460;utm33;850000;7904947;
21461;utm33;897002;7911375;
21462;utm33;877614;7802630;
21463;utm33;1097807;7887410;
21464;utm33;1040109;7902655;
21466;utm33;496352;7605903;
21467;utm33;516839;7620258;
21469;utm33;402166;7507217;
21472;utm33;562150;7632911;
22653;utm33;443242;7417984;
22654;utm33;;;
22655;utm33;599528;7593776;
41325;utm33;88131;6465809;
41326;utm33;-31937;6573572;
41327;utm33;-31420;6732799;
41328;utm33;436258;6998939;
41329;utm33;-27684;6870237;
41330;utm33;45053;6958311;
26877;utm33;-30223;6732748;
41331;utm33;436258;6998939;
41342;utm33;-50761;6625625;
26884;utm33;261004;6652761;
41343;utm33;269918;7041847;
26888;utm33;262211;6649622;
41344;utm33;321457;7198072;
26972;utm33;268276;6570060;
26973;utm33;244255;6642039;
35224;utm33;-32494;6574160;
35243;utm33;;;
35301;utm33;295901;7044736;
27540;utm33;1040030;7902347;
27543;utm33;74254;6587579;
27546;utm33;878156;7802593;
27561;utm33;214236;6636903;
27562;utm33;52281;6485772;
27563;utm33;336469;6723444;
27564;utm33;59773;6522399;
27565;utm33;1011389;7921282;
27566;utm33;816163;7784821;
27567;utm33;-31781;6734243;
27568;utm33;249610;6647496;
27570;utm33;304705;6782891;
27571;utm33;376769;7220816;
27572;utm33;-37080;6736944;
27573;utm33;590088;7705615;
27574;utm33;243854;6595010;
27575;utm33;473416;7463089;
27576;utm33;-16912;6533359;
27577;utm33;481392;7432258;
27578;utm33;271563;6734085;
27579;utm33;254139;6800897;
27580;utm33;148098;6738872;
27581;utm33;634793;7642467;
27582;utm33;123544;6532393;
27583;utm33;262960;6621468;
27584;utm33;1040091;7902597;
27585;utm33;108836;6810996;
27586;utm33;128114;7012898;
27587;utm33;-42519;6702256;
29872;utm33;262486;6649616;
29881;utm33;262205;6648879;
24417;utm33;265508;6747745;
24420;utm33;268060;7124977;
24421;utm33;170027;6744540;
24424;utm33;255326;6593932;
24427;utm33;424352;7400307;
24431;utm33;320838;6627828;
24432;utm33;353369;7155573;
24434;utm33;194553;6567996;
24435;utm33;-43231;6764055;
24436;utm33;292582;6593413;
24437;utm33;231018;6590927;
24438;utm33;461310;7354882;
24439;utm33;-37751;6577765;
24443;utm33;13488;6847162;
24450;utm33;165388;6696521;
40042;utm33;265438;6747603;
24452;utm33;339132;7197502;
24453;utm33;238130;6574118;
24454;utm33;30293;6689193;
40043;utm33;87718;6466605;
24456;utm33;264270;6637840;
24458;utm33;305727;6935043;
24460;utm33;-27268;6710164;
24461;utm33;283102;7137877;
24462;utm33;-19949;6747381;
24465;utm33;268304;6571019;
24472;utm33;128351;6560323;
24475;utm33;188309;6775104;
24479;utm33;896842;7911634;
24485;utm33;516620;7460280;
24490;utm33;-12070;6841110;
24500;utm33;303713;6670507;
24501;utm33;410718;7343529;
24506;utm33;273881;6649569;
24507;utm33;301193;6747996;
24508;utm33;290057;7038230;
24513;utm33;-34468;6748843;
24514;utm33;232761;7001703;
25524;utm33;392432;7324266;
25525;utm33;815532;7783563;
25526;utm33;370576;7263461;
25528;utm33;293034;6693837;
25529;utm33;214538;6636580;
25532;utm33;266042;6627609;
25534;utm33;236414;7073042;
25662;utm33;;;
37942;utm33;255653;6784271;
25810;utm33;;;
25861;utm33;;;
25958;utm33;;;
26041;utm33;;;
26074;utm33;;;
23917;utm33;442696;7560838;
23924;utm33;238339;6580129;
23930;utm33;1054621;7842580;
23939;utm33;269732;7041803;
23959;utm33;-39879;6548408;
23973;utm33;182280;6998344;
23989;utm33;516873;7620340;
23995;utm33;328998;7102636;
24005;utm33;83141;6934472;
24013;utm33;226592;6564448;
24016;utm33;276165;6579287;
24033;utm33;313861;6943373;
24036;utm33;230228;6632466;
24037;utm33;255400;6785049;
24038;utm33;192545;6575255;
24040;utm33;88093;6466961;
24042;utm33;99545;6980454;
24043;utm33;270407;7041862;
24045;utm33;653089;7731204;
25298;utm33;-32129;6733839;
25299;utm33;260967;6652476;
25300;utm33;653806;7735150;
25301;utm33;270282;7041668;
25302;utm33;328998;7102636;
25304;utm33;353532;6800997;
25305;utm33;370849;7378823;
25308;utm33;192557;6576548;
25311;utm33;-40002;6548470;
25313;utm33;155356;6994027;
25314;utm33;141730;6655243;
25316;utm33;236315;6561508;
25317;utm33;104301;6610494;
25318;utm33;;;
25319;utm33;293292;6926246;
25321;utm33;580776;7696070;
25322;utm33;1076529;7807110;
25324;utm33;;;
25591;utm33;254308;6596673;
25592;utm33;;;
25593;utm33;201496;6668648;
25596;utm33;20214;6532464;
25600;utm33;280163;6649652;
25602;utm33;424329;7400302;
25604;utm33;314458;6943472;
25605;utm33;376950;7491907;
25606;utm33;242263;6631401;
21473;utm33;581321;7696054;
21475;utm33;587870;7631198;
21476;utm33;547351;7629358;
21479;utm33;625292;7673669;
21480;utm33;653461;7732174;
21482;utm33;667149;7686768;
21484;utm33;677016;7769312;
21485;utm33;618307;7682803;
21486;utm33;706573;7704489;
21487;utm33;640211;7665783;
21488;utm33;732271;7751438;
21489;utm33;727500;7780944;
21490;utm33;819802;7862752;
21492;utm33;815407;7783348;
21493;utm33;766418;7835928;
21494;utm33;525645;7552330;
21495;utm33;539156;7587805;
21496;utm33;557328;7554478;
21497;utm33;481964;7568627;
21498;utm33;544300;7690632;
21499;utm33;478434;7619618;
21500;utm33;432305;7149481;
21501;utm33;339180;7198062;
21502;utm33;353384;7155519;
21504;utm33;376749;7220939;
21505;utm33;460818;7355180;
21507;utm33;404409;7366068;
21508;utm33;410718;7343529;
21511;utm33;370576;7263461;
22534;utm33;262046;6648845;
22539;utm33;732343;7751842;
22540;utm33;461662;7354317;
22544;utm33;653889;7735310;
22549;utm33;285994;6746355;
22551;utm33;146369;6879502;
22552;utm33;230010;6632659;
22555;utm33;230413;6590835;
22558;utm33;623385;7684126;
22562;utm33;1056504;7841801;
22563;utm33;1097988;7886936;
22570;utm33;614200;7642989;
22571;utm33;727557;7781089;
21882;utm33;265841;6647294;
21885;utm33;272366;6654138;
21886;utm33;262485;6649616;
21888;utm33;263539;6648931;
21889;utm33;293327;6558983;
21912;utm33;238240;6580061;
26260;utm33;474216;7463310;
26265;utm33;;;
26276;utm33;163467;6601042;
29882;utm33;13598;6847337;
26439;utm33;273029;7044347;
24483;utm33;82257;6516478;
29901;utm33;262515;6649302;
29917;utm33;;;
29921;utm33;262302;6649212;
29941;utm33;;;
26236;utm33;;;
26237;utm33;198947;6885924;
26238;utm33;231001;6632646;
26242;utm33;160110;6566047;
26243;utm33;;;
26244;utm33;607105;7666942;
26245;utm33;386223;7334003;
26247;utm33;116867;6998731;
26248;utm33;64656;6729742;
26249;utm33;27903;6896629;
26250;utm33;292934;6607172;
26251;utm33;286555;6746125;
26252;utm33;339600;6653287;
26253;utm33;293605;6693903;
26254;utm33;-24092;6514253;
26256;utm33;313229;6754935;
26257;utm33;283522;6631468;
26258;utm33;339254;6851340;
26259;utm33;-32782;6735255;
26261;utm33;-44594;6604924;
26262;utm33;;;
26263;utm33;-11114;6886699;
26264;utm33;;;
26266;utm33;;;
26267;utm33;;;
26269;utm33;188052;6774440;
26273;utm33;84685;6543670;
26274;utm33;66073;6604610;
26275;utm33;244202;7081254;
26277;utm33;478872;7619688;
26278;utm33;-50015;6669324;
26280;utm33;;;
26281;utm33;;;
26282;utm33;;;
26283;utm33;;;
26284;utm33;;;
22387;utm33;191856;6576910;
23671;utm33;279290;6682490;
23672;utm33;270646;6664018;
26279;utm33;;;
26268;utm33;;;
36741;utm33;262138;6649416;
25948;utm33;;;
25950;utm33;;;
25951;utm33;244630;6687145;
25953;utm33;48556;6855794;
25954;utm33;909898;7742329;
25956;utm33;-51177;6611558;
25957;utm33;820714;7676778;
25959;utm33;262136;6649545;
25960;utm33;370958;7169698;
25963;utm33;291309;6560183;
25964;utm33;49084;6957453;
25967;utm33;21549;6819926;
25969;utm33;599845;7593461;
25970;utm33;411348;7343378;
25971;utm33;261542;6650314;
25972;utm33;-34320;6570371;
25975;utm33;195344;6567676;
25976;utm33;45573;6496877;
25977;utm33;88760;6468287;
25978;utm33;-31625;6733340;
25979;utm33;481060;7463735;
25980;utm33;198921;6628210;
25981;utm33;815972;7783912;
25982;utm33;264965;6747002;
25983;utm33;562482;7633309;
25984;utm33;313229;6754935;
25985;utm33;253817;6788117;
25986;utm33;473266;7463282;
25987;utm33;819901;7862811;
25988;utm33;260989;6649172;
25989;utm33;270672;7041877;
25990;utm33;272228;6549922;
25992;utm33;-20819;6820592;
25993;utm33;16055;6947408;
25994;utm33;376910;7320779;
25996;utm33;158896;6623837;
25998;utm33;271626;6616339;
22884;utm33;175706;6616272;
21554;utm33;267681;7032978;
23894;utm33;35609;6922327;
41862;utm33;1040030;7902347;
23925;utm33;287406;6673378;
25608;utm33;265300;6586545;
25609;utm33;262950;6649096;
25612;utm33;613978;7642991;
25615;utm33;820453;7676960;
25622;utm33;278794;6653035;
25624;utm33;255571;6593209;
25626;utm33;293874;6868167;
25627;utm33;245693;6976374;
25628;utm33;-31683;6588225;
25629;utm33;;;
25630;utm33;;;
25632;utm33;261602;6650366;
25633;utm33;207703;7004896;
25634;utm33;241796;6831434;
25635;utm33;236852;6678708;
25636;utm33;236694;6679204;
25637;utm33;279682;6756921;
25638;utm33;249948;7060394;
25639;utm33;165023;6523189;
25640;utm33;;;
25642;utm33;268042;7125018;
21735;utm33;173581;6585545;
21736;utm33;199704;6582933;
21738;utm33;102623;6580200;
21739;utm33;130589;6602959;
21740;utm33;128474;6560199;
21741;utm33;195800;6557130;
21742;utm33;175407;6616214;
21744;utm33;;;
21748;utm33;209324;6762283;
21749;utm33;255438;6703418;
21750;utm33;244714;6687141;
21753;utm33;232380;6754476;
21754;utm33;246407;6738302;
21755;utm33;203730;6755329;
21758;utm33;175754;6787610;
21759;utm33;260886;6740440;
21760;utm33;271355;6733630;
21761;utm33;180984;6793342;
21763;utm33;195330;6712145;
21764;utm33;170078;6744631;
21765;utm33;127615;6730072;
21767;utm33;202017;6683668;
21768;utm33;220666;6658165;
29108;utm33;203730;6755329;
29110;utm33;267978;7033255;
29111;utm33;266266;6601730;
29114;utm33;-30474;6732410;
29116;utm33;1056342;7841515;
29117;utm33;562459;7633405;
29135;utm33;370875;7264166;
29144;utm33;191381;6574068;
29153;utm33;262310;6649549;
26285;utm33;;;
26300;utm33;249812;6647800;
26293;utm33;46084;6815438;
26304;utm33;;;
26315;utm33;262114;6649438;
41163;utm33;100375;6980796;
26522;utm33;261879;6648950;
26536;utm33;260540;6651691;
26608;utm33;262165;6649303;
26611;utm33;261957;6649713;
41182;utm33;65740;6891168;
26676;utm33;262950;6649096;
26683;utm33;263777;6653699;
26698;utm33;262557;6649232;
26759;utm33;270592;7040569;
26784;utm33;261931;6649418;
27018;utm33;272301;6893937;
27020;utm33;225420;6584068;
27023;utm33;76884;6777534;
27014;utm33;136674;6497287;
30833;utm33;819802;7862752;
28692;utm33;261677;6650072;
30990;utm33;278576;6578287;
30991;utm33;13218;6644020;
30992;utm33;163625;6600803;
30993;utm33;211901;6860934;
30994;utm33;301032;7015949;
30995;utm33;-3645;6916849;
30996;utm33;139418;6611178;
30997;utm33;;;
30998;utm33;199704;6582933;
30999;utm33;25043;6551802;
31000;utm33;252995;7031127;
21805;utm33;211901;6860934;
21782;utm33;265618;6748070;
21752;utm33;188497;6774921;
21787;utm33;300963;6748134;
21809;utm33;279314;6682517;
21785;utm33;287486;6746396;
21887;utm33;260159;6651628;
21847;utm33;278576;6578287;
21851;utm33;292317;6593336;
21820;utm33;272584;6549678;
21823;utm33;254489;6596566;
42062;utm33;46597;6801091;
42443;utm33;994692;7841830;
24857;utm33;311439;6569443;
24813;utm33;-46852;6780112;
24824;utm33;-35331;6730310;
24856;utm33;544126;7689991;
25613;utm33;517133;7442740;
23673;utm33;277184;6652374;
23674;utm33;287643;6673545;
23675;utm33;280078;6756694;
23676;utm33;338166;6705859;
23677;utm33;300943;6748368;
23678;utm33;283274;6611429;
23679;utm33;272539;6549582;
39968;utm33;279402;6653102;
23682;utm33;;;
23683;utm33;289973;6833126;
39982;utm33;819917;7862763;
42102;utm33;;;
24997;utm33;162942;6601322;
24999;utm33;-31356;6560380;
25000;utm33;-31758;6734697;
25001;utm33;328998;7102636;
42782;utm33;44347;6961317;
25005;utm33;262369;6648932;
25007;utm33;516918;7620678;
25008;utm33;820740;7676368;
25011;utm33;-31727;6573815;
25013;utm33;;;
25014;utm33;;;
25015;utm33;;;
25016;utm33;263478;6648539;
25017;utm33;268394;6569960;
25018;utm33;286054;6746684;
25019;utm33;238861;6579181;
25021;utm33;;;
25022;utm33;88066;6466215;
25023;utm33;-31607;6572664;
25024;utm33;-32506;6734858;
25025;utm33;100348;6980787;
25026;utm33;270350;7041325;
25028;utm33;653106;7732454;
25038;utm33;88093;6466961;
25049;utm33;191940;6576925;
20769;utm33;263624;6649376;
22657;utm33;461391;7354882;
22658;utm33;424352;7400307;
22659;utm33;376835;7491896;
22660;utm33;392272;7324203;
22661;utm33;544505;7690116;
22663;utm33;481441;7432330;
22665;utm33;370850;7151564;
22666;utm33;370469;7169427;
23938;utm33;653623;7731661;
23983;utm33;76687;6813997;
21638;utm33;-43370;6732439;
24019;utm33;211901;6860934;
24028;utm33;265567;6626964;
24039;utm33;-31607;6572664;
24044;utm33;472927;7462783;
24053;utm33;165893;6523423;
24057;utm33;279534;6653214;
24035;utm33;254334;6596531;
24063;utm33;263056;6649042;
24058;utm33;472897;7462763;
24163;utm33;271334;6733921;
23030;utm33;278305;6577911;
22756;utm33;44149;6721893;
23046;utm33;-12073;6841091;
23071;utm33;-17583;6906388;
23080;utm33;8397;6833811;
24118;utm33;-52600;6751479;
24120;utm33;266242;7101355;
24123;utm33;123508;6532458;
24126;utm33;263032;6621520;
24155;utm33;54842;6456673;
24178;utm33;8276;6921255;
24700;utm33;820709;7676740;
24702;utm33;293232;6559298;
24703;utm33;163066;7016347;
24705;utm33;525707;7552476;
24707;utm33;61671;6970001;
24708;utm33;36872;6947493;
24711;utm33;766289;7835868;
24713;utm33;268234;6570424;
24714;utm33;274228;6576577;
24721;utm33;370814;7151201;
24722;utm33;263822;6649437;
24723;utm33;254419;6596516;
24726;utm33;243436;6797372;
24728;utm33;457932;7435701;
24729;utm33;44348;6961319;
24730;utm33;128437;6994771;
24732;utm33;279462;6666002;
24733;utm33;155498;6542253;
24737;utm33;37470;6880734;
24742;utm33;255791;6699383;
24743;utm33;425405;7269436;
24744;utm33;46237;6738355;
24746;utm33;602647;7622214;
24751;utm33;-58321;6782064;
24752;utm33;285830;6648936;
25202;utm33;;;
25205;utm33;;;
26063;utm33;286245;6746363;
26065;utm33;99867;6980535;
26066;utm33;274228;6576577;
26067;utm33;105582;6581292;
26068;utm33;13488;6847162;
26069;utm33;962908;7931321;
26070;utm33;261321;6649367;
26071;utm33;8402;6833820;
26072;utm33;243546;6797435;
26075;utm33;457612;7435580;
26076;utm33;44350;6961325;
26077;utm33;128330;6994939;
26078;utm33;279462;6666002;
26079;utm33;155445;6542237;
26080;utm33;-27935;6550003;
26081;utm33;265643;6747621;
26082;utm33;37559;6880701;
26083;utm33;328998;7102636;
26085;utm33;261592;6649248;
26086;utm33;-31607;6572664;
26087;utm33;62810;6810099;
26089;utm33;191856;6576910;
26090;utm33;653071;7731171;
26091;utm33;88093;6466961;
26092;utm33;238177;6580211;
26093;utm33;254353;6596375;
26094;utm33;261957;6649713;
26095;utm33;135415;6498813;
26098;utm33;136674;6497287;
26100;utm33;1056104;7842085;
26102;utm33;-31484;6733883;
26103;utm33;99545;6980454;
34842;utm33;261652;6650327;
34843;utm33;817872;7784917;
34844;utm33;270460;7042000;
34845;utm33;-32235;6734656;
34846;utm33;238255;6579797;
34847;utm33;261814;6649904;
34861;utm33;270681;7041957;
25783;utm33;328076;7103369;
25785;utm33;165411;6696520;
25786;utm33;261973;6648892;
25788;utm33;188428;6774875;
25790;utm33;221501;6840361;
25795;utm33;599528;7593776;
25797;utm33;7192;6854837;
25798;utm33;219603;6634163;
25799;utm33;278794;6653035;
25800;utm33;303651;6670282;
25803;utm33;176968;6729164;
25804;utm33;410718;7343529;
25779;utm33;732237;7751502;
26064;utm33;-32253;6734808;
26061;utm33;89019;6466401;
26088;utm33;270129;7041557;
26172;utm33;270552;7041971;
26230;utm33;582061;7602555;
26319;utm33;238240;6580061;
26519;utm33;260682;6649550;
26537;utm33;262310;6649549;
22497;utm33;259941;6649935;
22494;utm33;259615;6650204;
22577;utm33;653400;7731885;
22640;utm33;;;
22656;utm33;410718;7343529;
21816;utm33;309551;6700096;
21839;utm33;293475;6694055;
28263;utm33;262189;6649849;
22069;utm33;285892;6746518;
35144;utm33;100339;6980780;
35162;utm33;-32060;6734099;
35163;utm33;136697;6496620;
24962;utm33;1054553;7842607;
24963;utm33;1075053;7800491;
24965;utm33;817805;7785039;
24966;utm33;819211;7863349;
24970;utm33;372513;7265769;
24972;utm33;417510;7302227;
24989;utm33;87940;6466124;
24995;utm33;651785;7733530;
38682;utm33;279725;6756684;
38683;utm33;293291;6926240;
20605;utm33;562319;7632932;
20606;utm33;653350;7731850;
20608;utm33;-32064;6734982;
20610;utm33;1076569;7806965;
20632;utm33;133701;7018720;
20634;utm33;317368;7073854;
20636;utm33;332761;7153561;
20658;utm33;473096;7463028;
20663;utm33;100331;6980710;
20666;utm33;496440;7605967;
20676;utm33;136595;6496837;
20682;utm33;-32064;6734982;
20684;utm33;-43724;6732667;
20685;utm33;-31563;6725915;
22668;utm33;345227;7223485;
22669;utm33;283755;7068031;
22671;utm33;432305;7149481;
22672;utm33;336940;7035793;
22673;utm33;303506;7083024;
22674;utm33;316703;7127502;
22675;utm33;331874;7153805;
22676;utm33;;;
22678;utm33;;;
24283;utm33;5297;6626550;
24290;utm33;-44168;6640148;
24291;utm33;237022;6679285;
24293;utm33;240686;6616616;
24294;utm33;65294;6946091;
24298;utm33;367706;7246230;
24299;utm33;246310;6738267;
24303;utm33;316465;6684259;
24306;utm33;272583;6654088;
24308;utm33;-13555;6576848;
24309;utm33;278974;6615639;
38782;utm33;27346;6945667;
24312;utm33;261489;6650579;
24313;utm33;292145;6737247;
24316;utm33;500521;7517719;
24318;utm33;328773;7103152;
24320;utm33;296660;7044273;
24322;utm33;231885;6574220;
24328;utm33;86302;6942434;
24331;utm33;695788;7692738;
24333;utm33;76649;6814026;
24334;utm33;-8833;6499847;
24336;utm33;-46673;6813411;
24337;utm33;78799;6468133;
24339;utm33;516849;7620225;
24341;utm33;139134;6611176;
24345;utm33;199706;6582927;
24348;utm33;253100;7031211;
24351;utm33;266153;6627538;
24356;utm33;282623;6599499;
24360;utm33;727417;7780771;
24363;utm33;146367;6879503;
24364;utm33;72686;6958049;
24365;utm33;564216;7608864;
24372;utm33;373107;7127036;
24373;utm33;-3645;6916849;
24375;utm33;376948;7491908;
24385;utm33;516937;7442895;
24388;utm33;229585;6615923;
24391;utm33;227047;6564021;
24392;utm33;286271;6746453;
24394;utm33;65586;6990099;
24399;utm33;173712;6598313;
24402;utm33;562289;7632708;
25469;utm33;516700;7620540;
25471;utm33;279006;6615647;
27589;utm33;667079;7686917;
27590;utm33;-46742;6780720;
25206;utm33;;;
25207;utm33;503488;7644846;
25209;utm33;236418;7073009;
20997;utm33;255869;6784031;
21156;utm33;545433;7548266;
22349;utm33;270783;7041983;
22351;utm33;286703;6746201;
22368;utm33;254471;6596393;
22370;utm33;819816;7862911;
22375;utm33;230227;6632466;
22377;utm33;472927;7462783;
22382;utm33;-31616;6571347;
22393;utm33;238648;6578735;
42450;utm33;286289;6746598;
42464;utm33;333280;6677016;
42465;utm33;256190;6783749;
23804;utm33;89019;6466401;
41782;utm33;;;
23807;utm33;177977;6539089;
23808;utm33;175446;6616212;
41262;utm33;270884;6652073;
23811;utm33;191996;6572405;
23812;utm33;191996;6572405;
31100;utm33;46770;6801534;
42466;utm33;298321;7044820;
23816;utm33;198637;6626231;
23821;utm33;94933;6968268;
